設置校舎,学年,時間割CD,履修期名,曜日,1,2,3,4,5,6,科目名,特記事項,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教室,教室,教室,教室,教室,教室,教室,教室,教室,教室,教室
駿河台,3,T12O,前期,月,,○,,,,,英語特殊講義B,土木，建築，まち 履修推奨時限,鷲尾　郁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,3,T12P,後期,月,,○,,,,,英語特殊講義A,土木，建築，まち 履修推奨時限,水戸　俊介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,
駿河台,3,T12Q,後期,月,,○,,,,,英語特殊講義A,土木，建築，まち 履修推奨時限,金子　利雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S304,,,,,,,,,,
駿河台,3,T12R,後期,月,,○,,,,,英語特殊講義B,土木，建築，まち 履修推奨時限,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S405,,,,,,,,,,
駿河台,3,T12S,後期,月,,○,,,,,英語特殊講義B,土木，建築，まち 履修推奨時限,鷲尾　郁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
船橋,1,P13J,年間隔週,月,,,○,○,,,基礎物理学実験,年間隔週授業,岡田　悟志,坂元　啓紀,植村　千尋,秋葉　昭太,安田　健人,井口　英雄,,,,,,,,,,,,,,,,,,,,,,,,,,,105(第5物理実験室A),106(第5物理実験室B),113(物理第四実験室),134(物理第三実験室),143(物理第一実験室),144(物理第二実験室),,,,,
船橋,2,S14A,前期,月,,,,○,,,関数論Ⅰ,,梅田　耕平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,2,S14B,後期,月,,,,○,,,関数論Ⅱ,,梅田　耕平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,1,S15A,前期,月,,,,,○,,日本国憲法,Ⅰ群,天野　聖悦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,S15B,前期,月,,,,,○,,日本語表現の基礎,Ⅱ群,市川　浩昭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,S15C,前期,月,,,,,○,,技術者倫理,Ⅲ群,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,1,S15D,後期,月,,,,,○,,法学,Ⅰ群,天野　聖悦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,S15E,後期,月,,,,,○,,日本語表現の基礎,Ⅱ群,市川　浩昭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,
船橋,1,S15F,後期,月,,,,,○,,科学技術と人間,Ⅲ群,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,S15G,後期,月,,,,,○,,科学技術と経済,Ⅲ群,藤木　秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
船橋,1,S15H,後期,月,,,,,○,,科学技術史,Ⅲ群／オンライン授業（オンデマンド）,雨宮　高久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S15I,後期,月,,,,,○,,熱とエントロピーの物理学,,鈴木　徳一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,2,S15J,前期,月,,,,,○,,物理学Ⅱ,再履修用科目,秋葉　昭太,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,2,X15A,前期,月,,,,,○,,学）博物館情報・メディア論,,山本　和清,門馬　英一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458,,,,,,,,,,
駿河台,2,T15A,前期,月,,,,,○,,科学技術史,Ⅲ群,雨宮　高久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,
駿河台,2,T15B,前期,月,,,,,○,,熱とエントロピーの物理学,,大塚　隆巧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S504,,,,,,,,,,
駿河台,2,T15C,前期,月,,,,,○,,数理統計学Ⅰ,,安部　公輔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,2,T15D,前期,月,,,,,○,,物質の構造と状態,,村上　雅彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
駿河台,2,T15E,前期,月,,,,,○,,物理学Ⅱ演習,,瀧　哲朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,
駿河台,2,Y15B,前期,月,,,,,○,,教）発達と学習,,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,
駿河台,2,T15F,後期,月,,,,,○,,電気と磁気の物理学,,大塚　隆巧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S504,,,,,,,,,,
駿河台,2,T15G,後期,月,,,,,○,,数理統計学Ⅱ,,安部　公輔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,2,T15H,後期,月,,,,,○,,物質の構造と状態,,村上　雅彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
駿河台,2,Y15C,後期,月,,,,,○,,教）教育相談,,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,
船橋,1,S16A,前期,月,,,,,,○,日本の科学技術(留),オンライン授業（オンデマンド）,伊藤　賢一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S16B,後期,月,,,,,,○,日本の文化(留）,オンライン授業（オンデマンド）,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T22A,前期,火,,○,,,,,関数論Ⅰ,,山崎　晋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,T22B,後期,火,,○,,,,,関数論Ⅱ,,山崎　晋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
船橋,1,P23F,前期,火,,,○,,,,感性芸術学,Ⅱ群,今村　淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,
船橋,1,P23G,前期,火,,,○,,,,哲学,Ⅱ群,谷田　雄毅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,
船橋,1,P23H,前期,火,,,○,,,,科学技術と人間,Ⅲ群,佐々木　慎吾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,P23I,前期,火,,,○,,,,技術者倫理,Ⅲ群,壁谷　彰慶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,
船橋,1,P23J,前期,火,,,○,,,,科学技術と経済,Ⅲ群,藤木　秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,1,P23K,前期,火,,,○,,,,知的財産権論,Ⅲ群／オンライン授業（オンデマンド）,三村　淳一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S23A,前期,火,,,○,,,,地理学,,梶山　貴弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
船橋,1,Q23F,後期,火,,,○,,,,哲学,Ⅱ群,壁谷　彰慶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,
船橋,1,Q23G,後期,火,,,○,,,,感性芸術学,Ⅱ群,今村　淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,Q23H,後期,火,,,○,,,,日本語表現の基礎,Ⅱ群,石尾　奈智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,1,Q23I,後期,火,,,○,,,,技術者倫理,Ⅲ群,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,
船橋,1,Q23J,後期,火,,,○,,,,科学技術と人間,Ⅲ群,雨宮　久美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,
船橋,1,S23B,後期,火,,,○,,,,自然環境論,,梶山　貴弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
駿河台,2,T23A,前期,火,,,○,,,,微分方程式Ⅰ,,梅田　耕平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
船橋,1,P24A,前期,火,,,,○,,,倫理学,Ⅰ群,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,1,P24B,前期,火,,,,○,,,文学,Ⅰ群,石尾　奈智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,P24C,前期,火,,,,○,,,社会学,Ⅰ群,宮崎　智絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,P24D,前期,火,,,,○,,,日本国憲法,Ⅰ群,天野　聖悦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,
船橋,1,P24E,前期,火,,,,○,,,ことばと文化,Ⅰ群,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
船橋,1,Q24A,後期,火,,,,○,,,倫理学,Ⅰ群,佐々木　慎吾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,1,Q24B,後期,火,,,,○,,,歴史学,Ⅰ群,青木　学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,Q24C,後期,火,,,,○,,,ことばと文化,Ⅰ群,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,Q24D,後期,火,,,,○,,,法学,Ⅰ群,天野　聖悦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,
船橋,1,Q24E,後期,火,,,,○,,,経済学,Ⅰ群,藤木　秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
船橋,3,S24A,前期,火,,,,○,,,英語特殊講義A,,乙黒　麻記子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
駿河台,2,T24A,前期,火,,,,○,,,微分積分学Ⅰ,,山崎　晋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
駿河台,2,T24B,後期,火,,,,○,,,微分積分学Ⅱ,,山崎　晋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
船橋,1,S25A,前期,火,,,,,○,,科学技術と経済,Ⅲ群,藤木　秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,1,S25B,前期,火,,,,,○,,総合講座,人工知能との共生のかたちを考える,勢力　尚雅,高橋　聖,天野　聖悦,齊藤　健,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,1,P25A,前期,火,,,,,○,,心理学,Ⅱ群,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,1,S25C,後期,火,,,,,○,,経済学,Ⅰ群,藤木　秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
船橋,1,S25D,後期,火,,,,,○,,日本語表現の基礎,Ⅱ群,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,
船橋,1,S25E,後期,火,,,,,○,,科学技術史,Ⅲ群／オンライン授業（オンデマンド）,小島　智恵子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S25F,後期,火,,,,,○,,総合講座,人工知能との共生のかたちを考える,勢力　尚雅,高橋　聖,天野　聖悦,齊藤　健,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,
船橋,1,S25G,後期,火,,,,,○,,総合講座,環境と人間,柴山　英樹,伊藤　賢一,梶山　貴弘,勝木　厚成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,Q25A,後期,火,,,,,○,,心理学,Ⅱ群,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,3,X25D,後期,火,,,,,○,,教）生徒指導・進路指導論,,藤田  耕平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,,,,,,,,,,
船橋,2,S25H,後期,火,,,,,○,,物理学Ⅰ演習,再履修用科目,松尾　洋介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,,,
駿河台,2,T25A,前期,火,,,,,○,,現代物理学,Ⅲ群,粟生田　健一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,
駿河台,2,T25B,前期,火,,,,,○,,物質の変化と性質,,小林　令子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,Y25E,後期,木,,,,,,○,学）博物館教育論,,江水　是仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,
駿河台,3,Y25F,後期,火,,,,,○,,教）数学科教育法Ⅳ,学科の指定なし,鈴木　潔光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S501,,,,,,,,,,
駿河台,2,Y26C,夏季集中講義,土,,,,,○,,学）博物館展示論,,今西　諒太,安福　紘大,伊豆原　月絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,授業実施場所は別途連絡,,,,,,,,,,
駿河台,2,Y26F,前期,火,,,,,,○,学）博物館資料論,,守重　信郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,
駿河台,2,T32A,前期,水,,○,,,,,健康の科学,,北村　勝朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S505,,,,,,,,,,
駿河台,2,T32B,後期,水,,○,,,,,健康の科学,,北村　勝朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S402,,,,,,,,,,
駿河台,3,T32C,前期,水,,○,,,,,英語特殊講義A,電気，数学 履修推奨時限,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,3,T32D,前期,水,,○,,,,,英語特殊講義A,電気，数学 履修推奨時限,手島　敬子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,
駿河台,3,T32E,前期,水,,○,,,,,英語特殊講義B,電気，数学 履修推奨時限,鈴木　孝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S403,,,,,,,,,,
駿河台,3,T32F,前期,水,,○,,,,,英語特殊講義B,電気，数学 履修推奨時限,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,
駿河台,3,T32G,前期,水,,○,,,,,英語特殊講義B,電気，数学 履修推奨時限,加藤　遼子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,
駿河台,3,T32H,後期,水,,○,,,,,英語特殊講義A,電気，数学 履修推奨時限,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,3,T32I,後期,水,,○,,,,,英語特殊講義B,電気，数学 履修推奨時限,加藤　遼子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,
駿河台,2,T33A,前期,水,,,○,,,,自然環境論,Ⅲ群,梶山　貴弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,
駿河台,2,T33B,後期,水,,,○,,,,地理学,Ⅲ群,梶山　貴弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
船橋,1,P34A,前期,水,,,,○,,,ドイツ語Ⅰ,,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,1,P34B,前期,水,,,,○,,,ドイツ語Ⅰ,,石山　晃一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,
船橋,1,P34C,前期,水,,,,○,,,ドイツ語Ⅰ,,川上　博子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
船橋,1,P34D,前期,水,,,,○,,,フランス語Ⅰ,,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,P34E,前期,水,,,,○,,,中国語Ⅰ,,賈　昕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,
船橋,1,P34F,前期,水,,,,○,,,中国語Ⅰ,,大山　昌道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,P34G,前期,水,,,,○,,,中国語Ⅰ,,郭　海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
船橋,1,Q34A,後期,水,,,,○,,,ドイツ語Ⅱ,,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,1,Q34B,後期,水,,,,○,,,ドイツ語Ⅱ,,石山　晃一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,
船橋,1,Q34C,後期,水,,,,○,,,ドイツ語Ⅱ,,川上　博子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
船橋,1,Q34D,後期,水,,,,○,,,フランス語Ⅱ,,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,Q34E,後期,水,,,,○,,,中国語Ⅱ,,賈　昕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,
船橋,1,Q34F,後期,水,,,,○,,,中国語Ⅱ,,大山　昌道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,1,Q34G,後期,水,,,,○,,,中国語Ⅱ,,郭　海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,,,,,,,,,,
駿河台,2,T34A,前期,水,,,,○,,,微分積分学Ⅰ,,江村　剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,
駿河台,2,T34B,前期,水,,,,○,,,English Communication Ⅰ,,RobertJason Veenstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S402,,,,,,,,,,
駿河台,2,T34C,後期,水,,,,○,,,微分積分学Ⅱ,,江村　剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,
駿河台,2,T34D,後期,水,,,,○,,,English Communication Ⅱ,,RobertJason Veenstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S402,,,,,,,,,,
船橋,1,S35A,前期,水,,,,,○,,地球環境化学,Ⅲ群,伊藤　賢一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,
船橋,1,S35B,前期,水,,,,,○,,教養基礎ゼミナール,「子ども」について考える,柴山　英樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,1,S35C,前期,水,,,,,○,,教養基礎ゼミナール,「宇宙の物理」入門,井口　英雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,1,S35D,前期,月,,,,,○,,熱とエントロピーの物理学,,大谷　聡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
船橋,1,S35E,後期,水,,,,,○,,教養基礎ゼミナール,スポーツ工学,鈴木　功士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,1,S35F,後期,水,,,,,○,,教養基礎ゼミナール,化学分野の教育ゲームを創る！,伊藤　賢一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,
船橋,1,S35G,後期,水,,,,,○,,物質の変化と性質,,岡田　真紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,
船橋,1,S35H,後期,水,,,,,○,,電気と磁気の物理学,,坂元　啓紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,,,,,,,,,
船橋,1,X35A,後期,水,,,,,○,,教）発達と学習,,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,,,,,,,,,,
船橋,1,X35B,後期,水,,,,,○,,教）教育原論,,柴山　英樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422,,,,,,,,,,
船橋,2,X35C,前期,水,,,,,○,,教）情報科教育法Ⅰ,,五味　悠一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,
船橋,2,X35F,後期,水,,,,,○,,教）情報科教育法Ⅱ,,五味　悠一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,
船橋,2,S35I,後期,水,,,,,○,,物理学Ⅰ,再履修用科目,中原　明生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,2,S35J,後期,水,,,,,○,,力と運動の物理学Ⅰ,再履修用科目,鈴木　良拓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,,,
駿河台,2,T35A,前期,水,,,,,○,,地球環境化学,Ⅲ群,村上　雅彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
駿河台,2,T35B,前期,水,,,,,○,,数理統計学Ⅰ,,久保田　直樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,T35C,前期,水,,,,,○,,物質の構造と状態,,小林　令子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S304,,,,,,,,,,
駿河台,2,T35D,前期,水,,,,,○,,数学演習Ⅰ,,江村　剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,
駿河台,2,Y35A,前期,水,,,,,○,,教）特別活動・総合的な学習の時間の指導法,,若林　匡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,2,T35E,後期,水,,,,,○,,文学,Ⅰ群,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S504,,,,,,,,,,
駿河台,2,T35F,後期,水,,,,,○,,現代物理学,Ⅲ群,三島　隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S202,,,,,,,,,,
駿河台,2,T35G,後期,水,,,,,○,,数理統計学Ⅱ,,久保田　直樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,T35H,後期,水,,,,,○,,数学演習Ⅱ,,江村　剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,
駿河台,2,T35I,後期,水,,,,,○,,物理学Ⅰ演習,,瀧　哲朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,
駿河台,3,Y35C,前期,水,,,,,○,,教）数学科教育法Ⅲ,数学科以外学生用,加藤　龍平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S202,,,,,,,,,,
駿河台,3,Y35D,後期,水,,,,,○,,教）数学科教育法Ⅳ,学科の指定なし,鈴木　潔光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S502,,,,,,,,,,
船橋,1,X36A,後期,水,,,,,,○,教）教育原論,,柴山　英樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,,,,,,,,,,
船橋,1,X36B,後期,水,,,,,,○,教）発達と学習,,伊藤　令枝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422,,,,,,,,,,
船橋,1,X36C,夏季集中講義,土,,,,,○,,学）博物館教育論,夏季集中授業（詳細な日程は別途掲示）,安福　紘大,伊豆原　月絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,授業実施場所は別途連絡,,,,,,,,,,
船橋,2,X36E,前期,水,,,,,,○,学）博物館資料保存論,,守重　信郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
駿河台,2,T36A,前期,水,,,,,,○,ドイツ語Ⅰ,オンライン授業（オンデマンド）,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T36B,前期,水,,,,,,○,フランス語Ⅰ,オンライン授業（オンデマンド）,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T36C,前期,水,,,,,,○,中国語Ⅰ,オンライン授業（オンデマンド）,郭　海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,Y36A,前期,水,,,,,,○,教）特別活動・総合的な学習の時間の指導法,,若林　匡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,2,T36D,後期,水,,,,,,○,ドイツ語Ⅱ,オンライン授業（オンデマンド）,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T36E,後期,水,,,,,,○,フランス語Ⅱ,オンライン授業（オンデマンド）,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T36F,後期,水,,,,,,○,中国語Ⅱ,オンライン授業（オンデマンド）,郭　海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,Y36D,後期,水,,,,,,○,教）数学科教育法Ⅱ,数学科以外学生用,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
船橋,2,S41A,前期,木,○,,,,,,English Communication Ⅰ,,R･C・Lavey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,2,S41B,後期,木,○,,,,,,English Communication Ⅱ,,R･C・Lavey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,2,S42A,前期,木,,○,,,,,English Communication Ⅰ,,R･C・Lavey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,2,S42B,後期,木,,○,,,,,English Communication Ⅱ,,R･C・Lavey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
